ssn|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
211-52-3019|6efa6af38295284c926997911780a0b3|2021-12-11|03:47:13|1639212433|grocery_pos|349.66|1|fraud_Mosciski, Gislason and Mertz|46.757591|-109.059792
211-52-3019|0feb584d89705812f376242654a1acf8|2021-12-11|01:50:29|1639205429|grocery_pos|335.88|1|fraud_Heller, Gutmann and Zieme|45.7549|-108.484065
211-52-3019|1b8a520c15b70f550d2ba45842c06b82|2021-12-11|02:44:05|1639208645|grocery_pos|336.3|1|fraud_Mosciski, Gislason and Mertz|45.941392|-109.585952
211-52-3019|45a83ae765cf7ac6eb3d9fbf77c0940d|2021-12-11|03:33:00|1639211580|grocery_pos|356.09|1|fraud_Auer-Mosciski|45.448342|-109.802024
211-52-3019|52b35de3f3fbf11d422e491169a58d97|2021-12-11|00:01:27|1639198887|grocery_pos|355.61|1|fraud_Goldner, Kovacek and Abbott|45.31416|-109.856472
211-52-3019|6411ede512a840b1595c79f8631978fe|2021-12-11|02:48:53|1639208933|grocery_pos|348.84|1|fraud_Kiehn Inc|45.349806|-108.660227
211-52-3019|d580fad35f987c9f072b738389482b64|2021-12-12|23:56:41|1639371401|shopping_net|1383.64|1|fraud_Cormier LLC|45.663465|-110.043054
211-52-3019|051d1b72c8f6b87efb1b20dbdc61870c|2021-12-12|23:01:17|1639368077|shopping_pos|930.14|1|fraud_Roob, Conn and Tremblay|45.68703|-108.992037
211-52-3019|b921bdea5d2deabcc959cda96e786778|2021-12-12|22:55:41|1639367741|shopping_pos|798.19|1|fraud_Weimann, Kuhic and Beahan|46.223066|-109.175566
211-52-3019|2acec6c3d4a0d7b717406cb59ff9709e|2021-12-12|22:11:45|1639365105|shopping_pos|815.1|1|fraud_Bernhard, Grant and Langworth|45.743815|-109.209999
211-52-3019|194038aa3f3d7e8cd64f60d24b0e17b8|2020-12-04|07:38:31|1607085511|grocery_pos|58.27|0|fraud_Cartwright-Harris|46.04718|-108.689994
211-52-3019|602a2827ec961ac77eaa42a37c1ddb81|2021-10-12|09:54:53|1634046893|misc_pos|63.89|0|fraud_Stamm-Rodriguez|45.329782|-109.774763
211-52-3019|dc26874cd03987bdd4c8f5f3ae786a9e|2022-08-28|08:57:57|1661691477|shopping_pos|52.81|0|fraud_Metz-Boehm|47.089145|-108.67524
211-52-3019|1d4220ab11dba4961ca5b452a937d1c4|2022-05-22|04:42:59|1653208979|shopping_pos|62.37|0|fraud_Botsford Ltd|46.952447|-109.726532
211-52-3019|30b870dd61317fcd4934e060bac62482|2020-03-27|03:28:42|1585294122|gas_transport|50.09|0|fraud_Reilly, Heaney and Cole|46.327778|-109.24152
211-52-3019|ef017523e83e7ad05b0eba620181a264|2022-08-02|10:40:21|1659451221|shopping_pos|52.49|0|fraud_Hudson-Grady|45.741846|-109.35565
211-52-3019|62955f48ac9a807bb40a39befe95fd7f|2021-09-19|01:46:56|1632030416|misc_pos|70.91|0|fraud_Schmeler Inc|46.450788|-108.543335
211-52-3019|61a4e9d33de1c9ba268d3d5d7164de0d|2022-08-18|10:13:00|1660831980|shopping_pos|54.73|0|fraud_Pacocha-Bauch|45.459831|-109.407646
211-52-3019|caac680bf90c77a075873310c4dc6f93|2020-06-04|03:52:22|1591257142|gas_transport|38.18|0|fraud_Reilly, Heaney and Cole|45.46422|-108.645552
211-52-3019|438a7dd3087269758835aac0c7018432|2020-12-29|04:44:27|1609235067|grocery_pos|63.33|0|fraud_Lockman Ltd|47.136399|-109.078312
