ssn|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
576-16-4289|87a777b822486a650c6323a7bb15b471|2023-12-21|00:28:10|1703136490|misc_pos|8.05|1|fraud_Gutmann-Upton|41.219555|-73.327258
576-16-4289|29064f0b63a35ed0f2226eccc24b6c06|2023-12-21|00:26:42|1703136402|gas_transport|361.7|1|fraud_Huels-Nolan|40.418529|-73.293731
576-16-4289|37a4019328a40f02d7f6c4ffffc06f5f|2023-12-21|00:16:01|1703135761|misc_pos|345.33|1|fraud_McGlynn-Jaskolski|42.278211|-74.450847
576-16-4289|42a3aa638e84935ce525384cbff28753|2023-12-21|02:22:31|1703143351|misc_pos|817.02|1|fraud_Haley Group|42.10614|-72.768034
576-16-4289|5a788925818de8f0e5ad09b3d30c0cfd|2023-12-21|00:50:39|1703137839|grocery_pos|777.19|1|fraud_Moen, Reinger and Murphy|40.361006|-73.579606
576-16-4289|400a3ca6a5e854ee51f6ddeb8c4b9aaa|2023-12-21|00:29:49|1703136589|misc_net|901.4|1|fraud_Volkman Ltd|40.620805|-73.223168
576-16-4289|8ccd62b3a8a3f0595268b5523dc3f528|2023-12-21|01:53:38|1703141618|grocery_pos|830.98|1|fraud_Doyle Ltd|41.564773|-73.202061
576-16-4289|2d6528d85f34045adc42b9c5f1ed5973|2023-12-22|23:17:35|1703305055|shopping_pos|859.99|1|fraud_Stoltenberg-Beatty|40.503549|-73.673891
576-16-4289|f66004d75878f2a5ab0aecfdf5c8ca36|2023-12-22|22:35:08|1703302508|home|518.47|1|fraud_McDermott, Osinski and Morar|40.887015|-74.317689
576-16-4289|cf0f3deca78d20c63a69b553dde199eb|2023-12-22|23:49:37|1703306977|entertainment|253.14|1|fraud_Johns Inc|41.910745|-73.008074
576-16-4289|c3bb8f0efdfe1b105aeacb17efa888db|2023-12-22|23:32:13|1703305933|personal_care|244.46|1|fraud_Wilkinson LLC|40.976162|-74.507217
576-16-4289|9b692f077cec61f607b6808ee10c11b1|2023-12-22|22:14:35|1703301275|home|283.85|1|fraud_Ernser-Feest|41.377384|-74.475144
576-16-4289|f5acb59e12d0325a1ee2bfec73eb08f6|2023-12-22|22:11:31|1703301091|home|19.01|1|fraud_Champlin and Sons|41.421246|-73.0935
576-16-4289|288ee639723a5e42edd79fbef9e88102|2023-12-22|22:40:34|1703302834|travel|11.63|1|fraud_Lemke and Sons|40.880543|-74.306389
