ssn|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
596-67-2842|b99a8bc282db4c00d194460a9600aa10|2023-04-22|00:55:33|1682139333|grocery_pos|370.19|1|fraud_Bailey-Morar|37.573183|-98.020146
596-67-2842|81a75a73f5ab761b21e2eb059f4cf638|2023-04-22|01:16:16|1682140576|grocery_pos|324.74|1|fraud_Bauch-Raynor|37.637202|-98.226119
596-67-2842|52eaf4a77c7843fa8f821b31caa8473a|2023-04-23|22:04:03|1682301843|shopping_pos|328.03|1|fraud_Pouros-Haag|38.549703|-97.965167
596-67-2842|6fd23dde566ffaf1ed144984b8cf8818|2023-04-22|13:17:08|1682183828|misc_net|336.26|1|fraud_Tillman, Fritsch and Schmitt|36.959803|-96.661671
596-67-2842|b138ba833bfa01fa6bdb024761642d04|2023-04-22|22:48:02|1682218082|grocery_pos|808.92|1|fraud_Huel, Hammes and Witting|37.177246|-97.814504
596-67-2842|f04e5890c3854b8b188a649446978193|2023-04-22|22:17:59|1682216279|misc_net|803.38|1|fraud_Kuhn LLC|37.072731|-96.884452
596-67-2842|163b9649c625ad10e399ca7da658843b|2023-04-23|22:32:01|1682303521|misc_net|753.02|1|fraud_Rippin, Kub and Mann|37.168524|-96.83356
596-67-2842|52fb465a9ac6eeb01a7b93ee0686304c|2023-04-22|23:39:35|1682221175|grocery_pos|698.19|1|fraud_Stracke-Lemke|37.843313|-98.196204
596-67-2842|23b88978d8c9562ad46ad8884d1358f5|2023-04-23|22:40:51|1682304051|shopping_pos|720.04|1|fraud_Jast-McDermott|37.496428|-96.937169
596-67-2842|076577ddab8fb32babcc6d4c70972c27|2023-04-22|14:42:05|1682188925|misc_net|926.45|1|fraud_Nader-Heller|38.060213|-97.078461
596-67-2842|f3f140399238b0a1ec42ce884f4830ae|2021-03-21|00:12:33|1616299953|grocery_pos|35.49|0|fraud_Schultz, Simonis and Little|36.916156|-97.285569
596-67-2842|14184be2e7d01aaa9a2b5dbb71cf6a44|2020-08-13|05:57:51|1597312671|gas_transport|49.13|0|fraud_Ledner-Pfannerstill|37.916109|-97.916716
596-67-2842|c5a559d3779733a2f9add0f4532db924|2020-12-02|07:43:39|1606913019|grocery_pos|33.71|0|fraud_Lockman Ltd|38.202108|-97.607576
596-67-2842|934291f234c0c79da27067fa8aa1e38a|2021-05-01|11:35:58|1619883358|grocery_pos|61.29|0|fraud_Osinski, Ledner and Leuschke|38.592289|-96.306532
596-67-2842|333f6bfc01fd091deb5d37294d320f72|2021-08-05|08:06:12|1628165172|misc_net|60.1|0|fraud_Kerluke, Kertzmann and Wiza|37.839903|-98.06353
