ssn|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
128-11-0995|d05156cd3797deb28eae3f8caecca107|2022-09-15|01:51:51|1663221111|gas_transport|7.23|1|fraud_Raynor, Feest and Miller|40.287406|-82.53094
128-11-0995|e60dafcc3aaab6faa87033666c08e4d5|2022-09-15|02:10:08|1663222208|grocery_pos|13.36|1|fraud_Kilback LLC|40.521628|-83.445861
128-11-0995|378739dd5b17419f7fef65dc9a8dbe03|2022-09-16|01:12:15|1663305135|grocery_pos|348.01|1|fraud_Kuhic Inc|39.936051|-83.309614
128-11-0995|d667e7be8b5cadd261678fc0dc714a4f|2022-09-15|06:29:40|1663237780|grocery_net|267.55|1|fraud_Wuckert-Walter|40.051855|-82.646177
128-11-0995|00b87bc883687e5f8945b693e61aa753|2022-09-15|02:16:41|1663222601|grocery_pos|329.68|1|fraud_Kunze Inc|39.249929|-84.388007
128-11-0995|3ff72761cbd2b0ecf37e8f45969197ef|2022-09-16|23:48:40|1663386520|misc_net|779.97|1|fraud_Corwin-Gorczany|39.388233|-82.891807
128-11-0995|7f27d7fc930d22669026bc1c37338f4a|2022-09-16|23:39:39|1663385979|shopping_net|857.17|1|fraud_Gerlach Inc|39.398583|-83.480059
128-11-0995|f8639241c4f4d39c52b704e21e68ee70|2022-09-16|22:40:25|1663382425|misc_net|7.46|1|fraud_Parisian, Schiller and Altenwerth|40.887644|-82.989658
128-11-0995|b1e62e73f8ed02e71e3e9c71deaeb853|2022-09-16|23:42:50|1663386170|misc_pos|1090.47|1|fraud_Block Group|39.947522|-83.606251
128-11-0995|f8f584f65b7c3c601d845614d3a91d07|2022-09-16|23:06:22|1663383982|shopping_pos|1050.57|1|fraud_Mayert Group|39.441047|-82.514097
128-11-0995|25f7871350f13297449d021887446bbd|2022-09-16|23:14:06|1663384446|shopping_net|813.95|1|fraud_Cormier LLC|41.152236|-84.070006
128-11-0995|617d022bc26e71a1f187469488d72ec0|2022-09-16|21:05:03|1663376703|shopping_net|1252.96|1|fraud_Baumbach, Feeney and Morar|40.348343|-83.616943
128-11-0995|080fb8cd977e51f58d9db3c0c8694c4d|2020-02-29|03:52:36|1582966356|gas_transport|94.05|0|fraud_Berge LLC|40.04333|-83.999407
128-11-0995|5b77f63dd5dd0b3646f17b002d064650|2020-09-27|02:51:14|1601189474|gas_transport|44.3|0|fraud_Cummerata-Jones|39.956888|-84.354349
128-11-0995|a1800771888a4336ca989c3b88aedd7e|2021-02-13|08:53:57|1613224437|grocery_net|59.2|0|fraud_Swift, Bradtke and Marquardt|40.916517|-82.527876
128-11-0995|f7d349372df927d418038addf069383b|2020-01-11|11:48:34|1578761314|gas_transport|46.61|0|fraud_Kutch, Hermiston and Farrell|41.014979|-84.116043
128-11-0995|52627d0171182e307da301b5e9ae12a3|2021-03-18|00:03:58|1616040238|grocery_pos|50.54|0|fraud_Bauch-Raynor|39.449303|-84.225118
128-11-0995|bc0c89924b693505781edba5ceed90cf|2020-12-25|11:40:08|1608914408|grocery_net|61.55|0|fraud_Adams, Kovacek and Kuhlman|41.101968|-84.025983
128-11-0995|1ec8c081c5d0b2312f199b0aa1108d8b|2020-12-31|06:47:44|1609415264|grocery_net|45.74|0|fraud_Swaniawski, Bahringer and Ledner|40.347624|-82.743687
128-11-0995|5bab99847a0c4614bacfb6b180fc33e2|2020-07-02|07:25:48|1593689148|gas_transport|74.75|0|fraud_Robel, Cummerata and Prosacco|39.221204|-83.832736
128-11-0995|0b8c2187d4f72eb1733866c63ceffb04|2020-12-27|03:09:00|1609056540|grocery_net|58.31|0|fraud_Kling-Grant|40.651192|-83.881653
128-11-0995|f3c0ceb97d35e15028dfcfd033a68810|2020-01-02|05:53:57|1577962437|gas_transport|46.81|0|fraud_Bernhard Inc|39.326559|-83.304037
128-11-0995|47da03ce2edc9eb15e4e0822120e4d72|2021-04-21|01:11:28|1618981888|grocery_pos|37.67|0|fraud_Lockman, West and Runte|39.287353|-83.670112
128-11-0995|c06b9a73211ccc9648fe01494e12bf23|2020-11-16|01:40:32|1605508832|grocery_net|61.38|0|fraud_Kohler, Lindgren and Koelpin|39.921083|-83.216467
128-11-0995|e18812de76291ba66d4a839b6f2feae4|2020-12-22|09:22:28|1608646948|grocery_net|58.96|0|fraud_Bernier, Streich and Jewess|41.045667|-83.291526
128-11-0995|d219e2e010d8f10157f27241778aeb67|2020-04-05|01:00:24|1586062824|gas_transport|75.41|0|fraud_Rodriguez Group|41.029671|-84.006332
128-11-0995|100da3a854919376aa6c281be945c825|2020-10-21|06:04:33|1603274673|gas_transport|76.15|0|fraud_Friesen-Stamm|40.162386|-83.517917
128-11-0995|e79d71b204b1d2fe26b95b6022f67793|2020-02-05|07:16:25|1580904985|gas_transport|57.16|0|fraud_Berge LLC|40.119194|-83.333811
128-11-0995|9a11184be5664983a63593697e7d2839|2020-07-14|00:41:47|1594701707|gas_transport|69.32|0|fraud_Lind, Huel and McClure|40.390804|-82.782471
128-11-0995|0325eac1f238e46551704f722fb895bf|2020-09-19|04:59:20|1600505960|gas_transport|54.09|0|fraud_Heller-Langosh|39.389789|-82.799155
128-11-0995|17f9b914514203f042aaea80e4935bbf|2020-07-05|11:00:27|1593961227|gas_transport|68.8|0|fraud_Stroman, Hudson and Erdman|40.887015|-83.532048
128-11-0995|3f711a71778f3a7dab23064b937c5eda|2020-04-09|00:30:23|1586406623|gas_transport|61.23|0|fraud_Kutch LLC|40.800419|-83.567805
128-11-0995|e8ae4665c4dc474f7851c33cd960dd15|2021-02-12|09:40:01|1613140801|grocery_net|46.87|0|fraud_Kutch Group|39.9657|-83.678831
128-11-0995|1770dd08d1fbc39c78c51f6e4f6a6bdd|2020-08-16|08:28:04|1597580884|gas_transport|54.5|0|fraud_Ledner-Pfannerstill|40.285817|-83.016681
128-11-0995|12230a0346a84f90ccffdf77413e21bd|2020-08-14|03:15:00|1597389300|gas_transport|67.03|0|fraud_Ledner-Pfannerstill|40.641687|-83.472764
128-11-0995|34e65afe9540a4bb2d38b1f2d3bf6c96|2020-03-21|08:32:19|1584793939|gas_transport|66.4|0|fraud_Huels-Nolan|39.730828|-82.84008
128-11-0995|9318fb83a2a39fbf36b481b3d653f7b5|2021-04-10|00:26:08|1618028768|grocery_pos|73.38|0|fraud_Padberg-Welch|39.313745|-82.548545
128-11-0995|27b7a879ebc1f9667d8cebcfbab40cf1|2020-07-31|10:08:51|1596204531|gas_transport|81.94|0|fraud_Huels-Nolan|40.15754|-82.705843
128-11-0995|7f6397b000ddf09968b732d78eb47ed2|2020-02-17|04:57:34|1581933454|gas_transport|49.56|0|fraud_Rodriguez Group|40.764058|-83.501678
128-11-0995|e00a165bb126ad3dc8edb6ede513dc8b|2021-03-12|00:31:01|1615527061|grocery_pos|56.07|0|fraud_Deckow-O'Conner|39.994428|-83.421746
128-11-0995|bf5dcede75e1126fb174d63f0d52c3fe|2020-05-29|00:11:15|1590725475|gas_transport|42.13|0|fraud_Schaefer, Maggio and Daugherty|41.163641|-83.461152
128-11-0995|d0f2f9b60b2e1fb397c4fcec6c834bf5|2020-03-31|01:18:38|1585631918|gas_transport|59.71|0|fraud_Friesen-Stamm|40.08237|-83.794789
128-11-0995|009f8c6f455e5144b4453b44b3a3cd44|2020-06-14|10:49:09|1592146149|gas_transport|52.85|0|fraud_Olson, Becker and Koch|39.185754|-83.179789
128-11-0995|1e51d38879e49e030ce79b5c3df44acd|2021-04-07|04:48:44|1617785324|grocery_pos|41.58|0|fraud_Kilback LLC|41.123009|-84.154556
128-11-0995|401bd31ce6cfc97a3853d6c70304bd84|2020-05-31|04:23:57|1590913437|gas_transport|64.79|0|fraud_Raynor, Reinger and Hagenes|39.764089|-83.677413
128-11-0995|8d1532eb6a3a679834e6a4aa3a9fa452|2021-01-17|11:48:38|1610902118|grocery_net|50.51|0|fraud_Spinka Inc|40.467596|-84.421233
128-11-0995|d229c05fb73311f438294a17becaad0c|2020-03-07|03:32:45|1583569965|gas_transport|76.81|0|fraud_Friesen-Stamm|41.033287|-83.275834
128-11-0995|ef4ace9cb45c5dc3908479c7ba95b879|2020-08-07|09:49:53|1596808193|gas_transport|57.61|0|fraud_Cummerata-Jones|40.124274|-83.261832
128-11-0995|ac7e5fd349da0edb2d70d75cf00e9402|2021-02-01|05:00:21|1612173621|grocery_net|51.61|0|fraud_Paucek-Wiza|40.324946|-83.046525
128-11-0995|e72473c1255ec080d0ac1576379739c4|2020-01-10|11:40:16|1578674416|gas_transport|91.94|0|fraud_Koss and Sons|39.349213|-83.508249
128-11-0995|cc65c6e192f544024be273046161d253|2021-04-22|08:08:03|1619093283|grocery_pos|66.33|0|fraud_Hackett-Lueilwitz|39.640416|-83.854005
128-11-0995|30d20e0fca0419f7120efe7c79810774|2021-01-10|09:27:15|1610288835|grocery_net|45.8|0|fraud_Paucek-Wiza|40.250303|-83.65893
