ssn|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
629-66-7444|011b1c312558c934eb52568ac188c752|2024-08-06|00:24:20|1722918260|grocery_pos|10.72|1|fraud_Hackett-Lueilwitz|42.003673|-86.074997
629-66-7444|c2517ec06e536bd189269e6f5cb14e9a|2024-08-06|01:01:18|1722920478|grocery_pos|255.41|1|fraud_Bauch-Raynor|41.190664|-85.735291
629-66-7444|749bdc1466fb0f7041b76f957e6e54ac|2024-08-06|02:48:30|1722926910|gas_transport|320.12|1|fraud_Corwin-Collins|41.438361|-87.091173
629-66-7444|e32e5a5dd579f535bed414a99ffcdae6|2024-08-06|02:27:34|1722925654|grocery_pos|307.05|1|fraud_Strosin-Cruickshank|40.936285|-86.878435
629-66-7444|daa6297eade05c6387a6e4664ddca0e2|2024-08-07|22:01:37|1723082497|misc_net|313.87|1|fraud_Welch Inc|40.497038|-87.474703
629-66-7444|6ee39285381e389d3b42d6668feb431d|2024-08-07|23:50:30|1723089030|shopping_net|754.67|1|fraud_Altenwerth, Cartwright and Koss|40.593537|-87.187717
629-66-7444|009c50111c8abfa5efeb88de7043986c|2024-08-07|22:50:40|1723085440|shopping_net|716.78|1|fraud_Reichert, Rowe and Mraz|41.870121|-86.716449
629-66-7444|45aedd1b023b365319bd9eb2e3a64e75|2024-08-07|23:44:41|1723088681|shopping_net|10.68|1|fraud_Mosciski, Ziemann and Farrell|41.859864|-86.224216
629-66-7444|d47a26e5a7497fb9f7c0f2e57273620b|2024-08-07|22:42:44|1723084964|misc_net|1028.3|1|fraud_McGlynn-Heathcote|41.466443|-86.159195
629-66-7444|707a57b466a18e1eb56fa9b2e38cd4fd|2024-08-07|23:45:24|1723088724|misc_pos|898.78|1|fraud_Cremin, Hamill and Reichel|41.192202|-85.850515
629-66-7444|9eb923256df6a6f9c7df775539d74e3a|2024-08-07|23:03:52|1723086232|shopping_net|1065.92|1|fraud_Hills-Witting|42.382787|-85.695626
629-66-7444|506a17aef1fa8e8d47fba4438fa2b2fd|2024-08-06|22:43:41|1722998621|grocery_pos|917.15|1|fraud_Deckow-O'Conner|41.134171|-87.141053
629-66-7444|f1554558a103b342abfd4f096eb60a0b|2022-06-24|06:30:40|1656066640|shopping_pos|61.9|0|fraud_Willms, Kris and Bergnaum|41.641013|-85.890126
629-66-7444|4ff13b9058909a53d849c9e7b862f464|2021-06-06|09:14:10|1622985250|misc_pos|71.03|0|fraud_Monahan, Bogisich and Ledner|40.467032|-85.926775
629-66-7444|44bb2ac003f19cffb62fd245acc79e67|2020-08-10|04:07:28|1597046848|grocery_pos|68.52|0|fraud_Kiehn Inc|42.383686|-87.42631
629-66-7444|df04f0ea04d578994dec7ba19db81755|2020-05-14|03:29:45|1589441385|grocery_net|68.97|0|fraud_Heller-Abshire|41.666112|-85.666332
629-66-7444|ffe019e3f205c2528056a77f8d78ff40|2020-04-25|04:45:58|1587804358|grocery_net|68.19|0|fraud_Spinka Inc|41.359662|-87.406547
629-66-7444|d4a38c319baaa2b1b2bc5d02b4d5819c|2020-03-14|06:49:50|1584182990|gas_transport|68.41|0|fraud_Huels-Hahn|41.525944|-87.316249
629-66-7444|4107fe69e88f35674bdb614a5736ab6b|2020-07-24|08:09:04|1595592544|grocery_pos|73.93|0|fraud_Heller, Gutmann and Zieme|41.773204|-85.91688
629-66-7444|dc900a886f1513594136083d6afb7eac|2021-12-19|01:18:16|1639894696|shopping_net|76.34|0|fraud_Mohr-Bayer|40.848125|-86.096604
629-66-7444|d8b8d2e8c8c36edaddbe202efdf91916|2022-02-25|03:49:14|1645778954|shopping_net|75.29|0|fraud_Hills-Witting|41.748668|-86.759152
629-66-7444|c721d78df24c75693d94c579bd5a1cc8|2020-12-17|09:34:53|1608215693|grocery_pos|73.96|0|fraud_Goodwin-Nitzsche|40.447986|-86.771769
629-66-7444|1531c2f651064c903d2dadb1aff660ba|2020-08-28|07:05:11|1598612711|grocery_pos|68.97|0|fraud_Goodwin-Nitzsche|40.578655|-86.85669
629-66-7444|3f661961cf2fe6321c1647861892d58b|2021-01-17|02:08:47|1610867327|grocery_pos|62.22|0|fraud_Doyle Ltd|40.50368|-87.358179
629-66-7444|de9fdeca04bdd708deb2012fe27c7e4c|2021-10-17|08:04:19|1634472259|shopping_net|58.21|0|fraud_Baumbach, Feeney and Morar|40.701584|-86.706166
629-66-7444|9d2c5a5ffb09f92f6339ec50002b601d|2020-08-08|03:45:44|1596872744|grocery_pos|69.19|0|fraud_Osinski, Ledner and Leuschke|40.540122|-85.843576
629-66-7444|6df88e534f46301383b91afea423b0dc|2021-11-02|02:25:56|1635834356|shopping_net|71.61|0|fraud_Schumm PLC|42.253818|-86.051297
629-66-7444|edc930f3c6c1d0305bf724c164df390f|2021-11-27|10:02:15|1638025335|shopping_net|75.46|0|fraud_Mosciski, Ziemann and Farrell|41.971034|-86.138524
629-66-7444|d630ff5369262d6ba39ddb2333632b57|2021-12-12|00:36:34|1639287394|shopping_net|65.74|0|fraud_Kozey-Boehm|41.827551|-87.386722
