ssn|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
208-34-7954|25b39ad77889c5d708bdd89ad67e6a39|2021-10-11|07:49:58|1633952998|shopping_net|67.03|0|fraud_Ankunding LLC|46.589383|-98.89123
208-34-7954|dcf85a6cf2c11db0e9adeb88fde44b5d|2020-04-16|11:28:29|1587050909|grocery_net|66.19|0|fraud_Ortiz Group|45.431649|-98.205802
208-34-7954|89043f0822f75e5230a4d799514723bd|2022-05-04|08:28:35|1651667315|shopping_pos|76.21|0|fraud_Nitzsche, Kessler and Wolff|46.422808|-97.596435
208-34-7954|e9927a66eba7a63aa5661c44395f9c1a|2022-02-10|09:33:22|1644503602|shopping_net|63.37|0|fraud_Price Inc|45.593643|-98.06878
208-34-7954|74fefccc1d8f776505176e5c3d8e6fd6|2021-08-01|02:18:26|1627798706|misc_pos|65.93|0|fraud_Dickinson-Rempel|45.501695|-99.263472
208-34-7954|6e692387581a99e4488ffa5ef55d16e1|2020-10-31|03:05:37|1604127937|grocery_pos|65.35|0|fraud_Pacocha-O'Reilly|46.287089|-99.237019
208-34-7954|9ddacedb5686b0979236140371a7c89e|2021-07-21|03:46:18|1626853578|misc_pos|65.3|0|fraud_Thiel PLC|45.68954|-98.926258
208-34-7954|024ad14585a7f56a6ece746c7f1d7ddb|2020-10-17|09:23:49|1602941029|grocery_pos|66.6|0|fraud_DuBuque LLC|46.182383|-97.804621
208-34-7954|02fa7de18e990897e591170df1280980|2021-08-05|09:25:53|1628169953|misc_pos|74.27|0|fraud_Stamm-Rodriguez|45.296329|-99.409283
208-34-7954|811f717029e9fd8b02ba40b8847e8dcd|2021-07-03|11:15:44|1625325344|misc_pos|72.51|0|fraud_Boehm, Block and Jakubowski|46.292416|-98.183479
208-34-7954|8cf0316e79cbb5b29b2b1777775e78f8|2020-06-28|00:26:59|1593318419|grocery_net|68.91|0|fraud_Morissette, Weber and Wiegand|46.740851|-99.374108
208-34-7954|914a5f59911df74d2c79ea45b58c20b1|2021-07-06|11:00:22|1625583622|misc_pos|78.89|0|fraud_Keeling-Crist|45.289755|-98.743607
