ssn|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
422-55-9671|c5e6f32ae45cfe1cc27b5c7db1ad13fb|2023-01-03|01:13:16|1672726396|gas_transport|16.93|1|fraud_Tillman, Dickinson and Labadie|40.197469|-91.145717
422-55-9671|e0f22eb6f538be5849a3cdb4bc830245|2023-01-03|00:14:34|1672722874|gas_transport|24.62|1|fraud_Zieme, Bode and Dooley|41.387979|-90.867182
422-55-9671|744653d4464fb5e788600bb2bcde5bca|2023-01-03|03:43:15|1672735395|gas_transport|18.91|1|fraud_Bartoletti-Wunsch|41.459129|-92.133325
422-55-9671|1bbb8b03994ef17e2899d13ce02ab3ef|2023-01-03|03:35:09|1672734909|gas_transport|19.46|1|fraud_Emard Inc|41.682615|-91.836281
422-55-9671|17d85584acdb49e39ed43a879ffa7cfe|2023-01-04|22:47:52|1672890472|misc_pos|789.27|1|fraud_Nienow, Ankunding and Collier|40.181001|-90.497898
422-55-9671|f324e695ff4e5c3941b29e614437c623|2023-01-04|23:27:28|1672892848|personal_care|50.85|1|fraud_Crooks and Sons|41.818898|-91.757289
422-55-9671|6327d5f33233383bf585760078fa3e1c|2023-01-04|22:14:38|1672888478|shopping_net|946.06|1|fraud_Gerlach Inc|40.606391|-90.894624
422-55-9671|2952282d725cd0efa98f92fdfe6aca14|2023-01-03|23:24:55|1672806295|misc_net|53.19|1|fraud_Welch Inc|40.223659|-91.21539
422-55-9671|fab8ef21dce8fbbed6d32c3710faff2b|2020-06-11|05:06:46|1591866406|gas_transport|62.7|0|fraud_Schmitt Inc|41.703949|-90.510176
422-55-9671|2c39bed3ef72ac7f1e7c4a119335d8c1|2020-10-16|11:53:16|1602863596|gas_transport|51.36|0|fraud_Greenholt, Jacobi and Gleason|41.744881|-92.146421
422-55-9671|f6930993687553e212134f684555f686|2020-02-05|01:08:41|1580882921|gas_transport|71.67|0|fraud_Raynor, Feest and Miller|41.395964|-91.010965
422-55-9671|e3bc9741d926847a9e161cc3a831e5bf|2020-12-29|10:54:48|1609257288|grocery_pos|74.3|0|fraud_Koepp-Parker|41.473884|-90.835752
422-55-9671|4950471904ada9995a0b1e15348f8770|2020-04-23|03:47:28|1587628048|gas_transport|56.49|0|fraud_Streich, Hansen and Veum|41.121903|-90.906879
422-55-9671|86d58e83ecb01f393cf107fb7c48e0f2|2021-12-04|02:54:16|1638604456|misc_pos|78.48|0|fraud_Thiel PLC|41.548705|-91.210587
422-55-9671|38c4a0c943c0a93eab16a438027dfead|2020-08-13|04:37:29|1597307849|gas_transport|55.0|0|fraud_Reilly, Heaney and Cole|41.432353|-91.75017
422-55-9671|3d4d01f6389ca0cebc7e727e749b61a6|2022-07-01|01:27:11|1656653231|shopping_pos|53.15|0|fraud_Quitzon, Green and Bashirian|40.181855|-91.124772
422-55-9671|8d3e4242dcbd7e1539b6d26d7061d3e1|2020-11-15|04:01:12|1605430872|grocery_net|42.81|0|fraud_Morissette, Weber and Wiegand|42.081249|-91.065474
422-55-9671|1d09e5956420e289664048d62a7eb012|2021-06-06|04:34:37|1622968477|misc_net|45.71|0|fraud_McGlynn-Heathcote|41.300609|-91.27497
422-55-9671|7eed3d5330176f7aae5cda98e242cd4c|2020-06-05|00:48:34|1591332514|gas_transport|41.38|0|fraud_Bins-Rice|41.758342|-90.708032
422-55-9671|3895bdd216f1754a775d2e360197340a|2021-07-09|01:35:11|1625808911|misc_net|54.65|0|fraud_Donnelly PLC|40.336388|-90.625707
422-55-9671|fbcb248c64ae7c20e93ec57da196e8fd|2022-05-09|11:06:48|1652108808|shopping_net|62.52|0|fraud_Mohr-Bayer|40.460626|-91.508305
422-55-9671|2fab9d5dd176c7c471247508660d3927|2021-03-18|03:02:19|1616050939|grocery_pos|62.45|0|fraud_DuBuque LLC|40.659549|-91.341175
422-55-9671|540415e1b2945db10598bc91f3ab14ea|2022-09-12|11:49:58|1662997798|shopping_pos|40.55|0|fraud_Kihn Inc|41.959804|-91.900839
422-55-9671|5b771be9bcf129373ed6cd26c84ff8bc|2021-06-28|10:19:29|1624889969|misc_net|61.5|0|fraud_Kerluke PLC|40.531922|-91.660991
