ssn|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
392-09-7060|e1c0d21598db9f49744b578e54be84a4|2023-12-07|02:09:50|1701932990|grocery_pos|9.11|1|fraud_Schamberger-O'Keefe|37.730817|-92.665351
392-09-7060|03603b7643cc1ce5e82553d57fe3b61f|2023-12-07|01:48:47|1701931727|gas_transport|12.95|1|fraud_Stroman, Hudson and Erdman|37.489169|-93.138521
392-09-7060|d44e9a621a6ee82d8ffe0e6f9adf1591|2023-12-08|05:32:00|1702031520|grocery_pos|292.42|1|fraud_Schamberger-O'Keefe|38.348022|-92.859364
392-09-7060|dfab761f9f02458e0a6cfdd447503472|2023-12-07|01:37:27|1701931047|grocery_net|299.31|1|fraud_Murray Ltd|37.37096|-92.920848
392-09-7060|37b334a24fa7f7ab0ce08f68341bef5a|2023-12-08|00:42:23|1702014143|misc_net|789.3|1|fraud_Tillman, Fritsch and Schmitt|37.55488|-93.568009
392-09-7060|efebdc06d9a00a61b2ffc0583e9804aa|2023-12-08|23:56:21|1702097781|misc_net|749.45|1|fraud_Volkman Ltd|37.251338|-93.614238
392-09-7060|1f7093b2ed7338b2b8ca46e39964e244|2023-12-08|22:48:15|1702093695|misc_pos|761.83|1|fraud_Maggio-Fahey|37.996217|-92.365817
392-09-7060|67c58a88d8894b9229692b7f463935e6|2023-12-08|23:42:20|1702096940|misc_net|8.0|1|fraud_Tillman, Fritsch and Schmitt|37.01606|-93.157811
392-09-7060|305c6c0d6b38734b93737bb7b43de0f6|2023-12-08|22:13:29|1702091609|shopping_net|1000.57|1|fraud_Reichert, Huels and Hoppe|38.209497|-93.273209
392-09-7060|44c06c53887620a58fe5fc1494c32367|2023-12-08|23:54:31|1702097671|kids_pets|23.12|1|fraud_Ullrich Ltd|37.730281|-92.063966
392-09-7060|c791f49682eecff8a073e33d6503fb3c|2020-12-27|06:12:02|1609067522|grocery_net|39.45|0|fraud_McCullough Group|38.124289|-92.990443
392-09-7060|36c9c70e9a895133f43c90d8fe0e700e|2021-03-09|07:10:06|1615291806|grocery_net|52.23|0|fraud_Hills-Olson|38.414721|-92.601411
392-09-7060|0d12b4fdd9e92706bb1eeb4edce9b6c5|2021-04-04|10:07:03|1617545223|grocery_pos|55.06|0|fraud_Bauch-Raynor|37.329709|-91.750315
392-09-7060|7ec61448caeb1faaf74960ec9df80f52|2020-09-11|07:05:21|1599822321|gas_transport|66.66|0|fraud_Jenkins, Hauck and Friesen|37.605529|-92.357671
