ssn|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
026-57-1137|f0cc7d21a3cab573f54b1451b2b3ac0f|2022-12-19|03:22:44|1671438164|grocery_pos|6.64|1|fraud_Kunze Inc|42.589742|-84.715037
026-57-1137|894ad0e93b117a03340a26d7c9bbd018|2022-12-19|07:43:52|1671453832|grocery_net|8.15|1|fraud_Kling-Grant|42.351778|-84.634176
026-57-1137|2c9eced185c6ad652bd8157e824b5ae5|2022-12-19|06:52:12|1671450732|shopping_net|349.84|1|fraud_Zboncak, Rowe and Murazik|42.245689|-85.098986
026-57-1137|6d68a737c9b17e778d8fc9691ade1450|2022-12-19|02:13:09|1671433989|grocery_net|929.14|1|fraud_Dicki Ltd|41.748308|-85.275681
026-57-1137|35b7d9f4a065663d69c441a3a00e6897|2022-12-20|22:23:46|1671593026|entertainment|469.38|1|fraud_Johns-Hoeger|41.870716|-85.239727
026-57-1137|43159468f88b5c7d42c33c799e5fff8b|2022-12-20|23:33:33|1671597213|entertainment|524.82|1|fraud_Larson-Moen|42.525911|-85.193964
026-57-1137|321d3ddcf8f4863f857e65203ffc187e|2022-12-20|22:38:29|1671593909|home|493.84|1|fraud_Connelly-Carter|42.950508|-85.799866
026-57-1137|1d769a0f67a98604ee3285e1f00c29f1|2022-12-20|22:02:05|1671591725|entertainment|233.34|1|fraud_Schroeder, Hauck and Treutel|42.157162|-84.983668
026-57-1137|42c172bbf4fa594bb5c59ecbb6c2205f|2020-11-11|04:58:37|1605088717|grocery_net|48.17|0|fraud_Harris, Gusikowski and Heaney|42.478127|-84.755028
026-57-1137|b551721c0e4a88b911f51e73dc8966b6|2021-01-12|06:18:19|1610450299|grocery_pos|49.62|0|fraud_Bradtke PLC|41.499997|-84.042827
026-57-1137|a32aa6c39bc3842ae3d0d1e98c7e444d|2020-11-22|11:37:26|1606063046|grocery_net|42.58|0|fraud_Wuckert-Walter|41.613704|-85.345792
026-57-1137|f569b79f34e459938737e90464efecf9|2020-04-24|03:47:15|1587714435|gas_transport|56.34|0|fraud_Cummerata-Jones|41.922689|-85.571869
026-57-1137|1535d5cff1bf587f9d96e9128c54d79d|2021-08-03|03:33:14|1627975994|misc_net|38.11|0|fraud_Bernier, Volkman and Hoeger|42.570102|-85.637924
026-57-1137|b700a758737ea81363a3c56df6a3c448|2020-12-13|07:24:22|1607862262|grocery_net|66.82|0|fraud_Cassin-Harvey|41.99921|-84.787761
026-57-1137|caf4d987e2a3981e744730d52660d479|2021-01-03|10:48:47|1609688927|grocery_pos|110.88|0|fraud_Kovacek, Dibbert and Ondricka|42.930335|-84.397192
026-57-1137|ad08b9ba6d60543e6a9b8c6b55576b98|2021-07-15|03:21:45|1626333705|misc_net|88.51|0|fraud_Kuhn LLC|41.4588|-84.176697
026-57-1137|dc20ec5f907bb5c88aa2cd862742dc25|2020-06-26|09:55:42|1593179742|gas_transport|43.89|0|fraud_Prohaska-Murray|42.187279|-85.511236
026-57-1137|b043d9f8c61e7c8facefbf98b423bd11|2020-02-05|09:35:07|1580913307|gas_transport|44.31|0|fraud_Tillman, Dickinson and Labadie|41.839621|-84.040497
026-57-1137|9a8acbdc2a2bbe94eb83480b13f3651f|2021-03-31|10:03:33|1617199413|grocery_pos|96.66|0|fraud_Stracke-Lemke|42.313974|-85.043134
026-57-1137|8ef27ecd29bd33b97b84119ec5dfa6eb|2020-11-14|08:48:33|1605361713|grocery_net|86.27|0|fraud_Cassin-Harvey|42.793501|-85.32056
026-57-1137|89e0206f119eae31661b9e127b09662d|2021-03-13|08:40:10|1615642810|grocery_pos|43.19|0|fraud_Schoen, Kuphal and Nitzsche|41.178486|-85.750583
026-57-1137|2eb7113ebeb84be02d4af14213790d0b|2020-06-13|09:10:12|1592053812|gas_transport|58.39|0|fraud_Harber Inc|42.045213|-85.298372
026-57-1137|e3fffdd311dee0b17a922ab1c2865c00|2020-03-03|06:50:22|1583236222|gas_transport|67.48|0|fraud_Huels-Nolan|42.554273|-85.462037
026-57-1137|61491b68b6302681fbbdac3ecb169a4b|2020-02-22|02:32:12|1582356732|gas_transport|74.5|0|fraud_Olson, Becker and Koch|41.493034|-85.377365
026-57-1137|c3a47c8b4e6f42f596a6d2c1f23342ab|2020-03-23|06:52:05|1584960725|gas_transport|61.86|0|fraud_Sporer Inc|41.178832|-84.052766
